,CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL_2,MARGEN
786,P-1670,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
787,P-1670,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
788,P-1670,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
789,P-1670,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
790,P-1670,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
791,P-1670,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
792,P-1670,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
793,P-1670,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0,0.0
794,P-1672,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
795,P-1672,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,1.0
796,P-1672,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,1.0
797,P-1672,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,1.0
798,P-1672,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,1.0
799,P-1672,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
800,P-1672,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
801,P-1672,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
802,P-1672,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
803,P-1672,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
804,P-1672,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
805,P-1672,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
806,P-1672,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
807,P-1672,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
808,P-1672,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
809,P-1672,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
810,P-1672,1. INGRESO,2023-03-01,2023.0,3.0,9435519,0,9435519,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,9435519,1.0
811,P-1672,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,303910,0,303910,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,303910,0.0
812,P-1672,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,15000,0,15000,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,15000,0.0
813,P-1672,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
814,P-1672,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
815,P-1672,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,331943,880835,-548892,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,548892,0.0
816,P-1672,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
817,P-1672,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
818,P-1672,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
819,P-1672,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
820,P-1672,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
821,P-1672,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,0,0.0
822,P-1673,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
823,P-1673,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
824,P-1673,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
825,P-1673,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
826,P-1673,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
827,P-1673,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
828,P-1673,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
829,P-1673,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
830,P-1673,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
831,P-1673,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
832,P-1673,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
833,P-1673,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
834,P-1673,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
835,P-1673,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
836,P-1673,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,68000,0,68000,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,68000,0.0
837,P-1673,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
838,P-1673,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
839,P-1673,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
840,P-1673,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
841,P-1673,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
842,P-1673,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
843,P-1673,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
844,P-1673,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
845,P-1673,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
846,P-1673,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,0,0.0
847,P-1674,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
848,P-1674,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
849,P-1674,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
850,P-1674,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
851,P-1674,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
852,P-1674,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
853,P-1674,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
854,P-1674,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
855,P-1674,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
856,P-1674,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
857,P-1674,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
858,P-1674,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
859,P-1674,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
860,P-1674,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,23048,0,23048,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,23048,0.0
861,P-1674,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
862,P-1674,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
863,P-1674,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
864,P-1674,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
865,P-1674,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
866,P-1674,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
867,P-1674,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
868,P-1674,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
869,P-1674,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
870,P-1674,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
871,P-1674,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,0,0.0
872,P-1675,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
873,P-1675,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
874,P-1675,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
875,P-1675,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
876,P-1675,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
877,P-1675,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
878,P-1675,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
879,P-1675,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
880,P-1675,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
881,P-1675,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
882,P-1675,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,1.0
883,P-1675,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
884,P-1675,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,1.0
885,P-1675,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,1.0
886,P-1675,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,1.0
887,P-1675,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
888,P-1675,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
889,P-1675,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
890,P-1675,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
891,P-1675,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
892,P-1675,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
893,P-1675,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
894,P-1675,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
895,P-1675,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,PALENA II,CONSTRUCTORA MYA SPA.,0,0.0
896,P-1675,1. INGRESO,2023-02-01,2023.0,2.0,398016,0,398016,PALENA II,CONSTRUCTORA MYA SPA.,398016,1.0
897,P-1676,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,1798488,-1798488,LO CAMPINO,EBCO S.A.,1798488,0.0
898,P-1676,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
899,P-1676,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
900,P-1676,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
901,P-1676,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
902,P-1676,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
903,P-1676,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
904,P-1676,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
905,P-1676,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
906,P-1676,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
907,P-1676,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
908,P-1676,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
909,P-1676,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
910,P-1676,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
911,P-1676,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
912,P-1676,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
913,P-1676,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
914,P-1676,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
915,P-1676,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
916,P-1676,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
917,P-1676,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
918,P-1676,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
919,P-1676,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
920,P-1676,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,1149450,0,1149450,LO CAMPINO,EBCO S.A.,1149450,0.0
921,P-1676,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,513298,0,513298,LO CAMPINO,EBCO S.A.,513298,0.0
922,P-1676,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,93720,2125358,-2031638,LO CAMPINO,EBCO S.A.,2031638,0.0
923,P-1676,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
924,P-1676,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,LO CAMPINO,EBCO S.A.,0,0.0
925,P-1677,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
926,P-1677,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
927,P-1677,1. INGRESO,2023-05-01,2023.0,5.0,1873615,1873615,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
928,P-1677,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
929,P-1677,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
930,P-1677,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
931,P-1677,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
932,P-1677,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
933,P-1677,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
934,P-1677,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
935,P-1677,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
936,P-1677,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
937,P-1677,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
938,P-1677,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
939,P-1677,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
940,P-1677,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
941,P-1677,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
942,P-1677,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
943,P-1677,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
944,P-1677,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,-0.5789664907017077
945,P-1677,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,-0.5789664907017077
946,P-1677,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,-0.5789664907017077
947,P-1677,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,-0.5789664907017077
