,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Num_Referencia,Debito,Credito,Comentario 
7128,4150002-001,2021,9,9/30/21 0:00,CRE,919,MOV-100,,26771805,4,25200,0,
7129,4150002-001,2021,9,9/30/21 0:00,CRE,919,MOV-100,,10154587,4,25200,0,
7130,4150002-001,2021,9,9/30/21 0:00,CRE,919,BRP-100,,26771805,5,49238,0,
7131,4150002-001,2021,9,9/30/21 0:00,CRE,919,BRP-100,,12291050,5,128665,0,
7132,4150002-001,2021,9,9/30/21 0:00,CRE,919,BOO-100,,25924461,5,192332,0,
7133,4150002-001,2021,9,9/30/21 0:00,CRE,919,BRP-100,,14428523,6,33945,0,
7134,4150002-001,2021,9,9/30/21 0:00,CRE,919,BON-100,,26771805,6,56250,0,
7135,4150002-001,2021,9,9/30/21 0:00,CRE,919,COM-100,,14428523,7,174362,0,
7136,4150002-001,2021,9,9/30/21 0:00,CRE,993,MUT-100,,10154587,,39529,0,
7137,4150002-001,2021,9,9/30/21 0:00,CRE,993,MUT-100,,12291050,,18407,0,
7138,4150002-001,2021,9,9/30/21 0:00,CRE,993,MUT-100,,14428523,,13443,0,
7139,4150002-001,2021,9,9/30/21 0:00,CRE,993,MUT-100,,25924461,,23229,0,
7140,4150002-001,2021,9,9/30/21 0:00,CRE,993,MUT-100,,26771805,,9448,0,
7141,4150002-001,2021,9,9/30/21 0:00,CRE,994,SEE-100,,10154587,,59035,0,
7142,4150002-001,2021,9,9/30/21 0:00,CRE,994,SEE-100,,12291050,,27438,0,
7143,4150002-001,2021,9,9/30/21 0:00,CRE,994,SEE-100,,14428523,,20039,0,
7144,4150002-001,2021,9,9/30/21 0:00,CRE,994,SEE-100,,25924461,,34627,0,
7145,4150002-001,2021,9,9/30/21 0:00,CRE,994,SEE-100,,26771805,,14083,0,
7146,4150002-001,2021,9,9/30/21 0:00,CRE,995,SIS-100,,10154587,,54260,0,
7147,4150002-001,2021,9,9/30/21 0:00,CRE,995,SIS-100,,12291050,,25266,0,
7148,4150002-001,2021,9,9/30/21 0:00,CRE,995,SIS-100,,14428523,,18453,0,
7149,4150002-001,2021,9,9/30/21 0:00,CRE,995,SIS-100,,25924461,,31885,0,
7150,4150002-001,2021,9,9/30/21 0:00,CRE,995,SIS-100,,26771805,,12968,0,
7151,4150002-001,2021,10,10/31/21 0:00,CRE,1187,SBA-100,,25924461,1,1117054,0,
7152,4150002-001,2021,10,10/31/21 0:00,CRE,1187,SBA-100,,10154587,1,2326408,0,
7153,4150002-001,2021,10,10/31/21 0:00,CRE,1187,SBA-100,,26771805,1,363958,0,
7154,4150002-001,2021,10,10/31/21 0:00,CRE,1187,SBA-100,,12291050,1,881204,0,
7155,4150002-001,2021,10,10/31/21 0:00,CRE,1187,COL-100,,12291050,2,25200,0,
7156,4150002-001,2021,10,10/31/21 0:00,CRE,1187,COL-100,,26771805,2,25200,0,
7157,4150002-001,2021,10,10/31/21 0:00,CRE,1187,COL-100,,10154587,2,25200,0,
7158,4150002-001,2021,10,10/31/21 0:00,CRE,1187,COL-100,,25924461,2,25200,0,
7159,4150002-001,2021,10,10/31/21 0:00,CRE,1187,GRA-100,,25924461,3,133396,0,
7160,4150002-001,2021,10,10/31/21 0:00,CRE,1187,GRA-100,,10154587,3,133396,0,
7161,4150002-001,2021,10,10/31/21 0:00,CRE,1187,GRA-100,,26771805,3,117362,0,
7162,4150002-001,2021,10,10/31/21 0:00,CRE,1187,GRA-100,,12291050,3,133396,0,
7163,4150002-001,2021,10,10/31/21 0:00,CRE,1187,MOV-100,,12291050,4,25200,0,
7164,4150002-001,2021,10,10/31/21 0:00,CRE,1187,MOV-100,,26771805,4,25200,0,
7165,4150002-001,2021,10,10/31/21 0:00,CRE,1187,MOV-100,,10154587,4,25200,0,
7166,4150002-001,2021,10,10/31/21 0:00,CRE,1187,MOV-100,,25924461,4,25200,0,
7167,4150002-001,2021,10,10/31/21 0:00,CRE,1187,BOO-100,,25924461,5,192332,0,
7168,4150002-001,2021,10,10/31/21 0:00,CRE,1187,BRP-100,,26771805,5,49238,0,
7169,4150002-001,2021,10,10/31/21 0:00,CRE,1187,BRP-100,,12291050,5,128665,0,
7170,4150002-001,2021,10,10/31/21 0:00,CRE,1187,BON-100,,26771805,6,56250,0,
7171,4150002-001,2021,10,10/31/21 0:00,CRE,1190,MUT-100,,10154587,,39603,0,
7172,4150002-001,2021,10,10/31/21 0:00,CRE,1190,MUT-100,,12291050,,18407,0,
7173,4150002-001,2021,10,10/31/21 0:00,CRE,1190,MUT-100,,25924461,,23229,0,
7174,4150002-001,2021,10,10/31/21 0:00,CRE,1190,MUT-100,,26771805,,9448,0,
7175,4150002-001,2021,10,10/31/21 0:00,CRE,1191,SEE-100,,10154587,,59035,0,
7176,4150002-001,2021,10,10/31/21 0:00,CRE,1191,SEE-100,,12291050,,27438,0,
7177,4150002-001,2021,10,10/31/21 0:00,CRE,1191,SEE-100,,25924461,,34627,0,
7178,4150002-001,2021,10,10/31/21 0:00,CRE,1191,SEE-100,,26771805,,14083,0,
7179,4150002-001,2021,10,10/31/21 0:00,CRE,1192,SIS-100,,10154587,,45506,0,
7180,4150002-001,2021,10,10/31/21 0:00,CRE,1192,SIS-100,,12291050,,21150,0,
7181,4150002-001,2021,10,10/31/21 0:00,CRE,1192,SIS-100,,25924461,,26691,0,
7182,4150002-001,2021,10,10/31/21 0:00,CRE,1192,SIS-100,,26771805,,10856,0,
7183,4150002-001,2021,11,11/30/21 0:00,CRE,1118,SBA-100,,20940265,1,168500,0,
7184,4150002-001,2021,11,11/30/21 0:00,CRE,1118,SBA-100,,10154587,1,2326408,0,
7185,4150002-001,2021,11,11/30/21 0:00,CRE,1118,SBA-100,,26771805,1,363958,0,
7186,4150002-001,2021,11,11/30/21 0:00,CRE,1118,SBA-100,,12291050,1,881204,0,
7187,4150002-001,2021,11,11/30/21 0:00,CRE,1118,SBA-100,,25924461,1,1117054,0,
7188,4150002-001,2021,11,11/30/21 0:00,CRE,1118,COL-100,,25924461,2,25200,0,
7189,4150002-001,2021,11,11/30/21 0:00,CRE,1118,COL-100,,12291050,2,25200,0,
7190,4150002-001,2021,11,11/30/21 0:00,CRE,1118,COL-100,,26771805,2,25200,0,
7191,4150002-001,2021,11,11/30/21 0:00,CRE,1118,COL-100,,10154587,2,25200,0,
7192,4150002-001,2021,11,11/30/21 0:00,CRE,1118,COL-100,,20940265,2,12600,0,
7193,4150002-001,2021,11,11/30/21 0:00,CRE,1118,GRA-100,,20940265,3,49733,0,
7194,4150002-001,2021,11,11/30/21 0:00,CRE,1118,GRA-100,,10154587,3,133396,0,
7195,4150002-001,2021,11,11/30/21 0:00,CRE,1118,GRA-100,,26771805,3,117362,0,
7196,4150002-001,2021,11,11/30/21 0:00,CRE,1118,GRA-100,,12291050,3,133396,0,
7197,4150002-001,2021,11,11/30/21 0:00,CRE,1118,GRA-100,,25924461,3,133396,0,
7198,4150002-001,2021,11,11/30/21 0:00,CRE,1118,MOV-100,,25924461,4,25200,0,
7199,4150002-001,2021,11,11/30/21 0:00,CRE,1118,MOV-100,,12291050,4,25200,0,
7200,4150002-001,2021,11,11/30/21 0:00,CRE,1118,MOV-100,,26771805,4,25200,0,
7201,4150002-001,2021,11,11/30/21 0:00,CRE,1118,MOV-100,,10154587,4,25200,0,
7202,4150002-001,2021,11,11/30/21 0:00,CRE,1118,MOV-100,,20940265,4,12600,0,
7203,4150002-001,2021,11,11/30/21 0:00,CRE,1118,BRP-100,,20940265,5,12433,0,
7204,4150002-001,2021,11,11/30/21 0:00,CRE,1118,BRP-100,,26771805,5,49238,0,
7205,4150002-001,2021,11,11/30/21 0:00,CRE,1118,BRP-100,,12291050,5,128665,0,
7206,4150002-001,2021,11,11/30/21 0:00,CRE,1118,BOO-100,,25924461,5,192332,0,
7207,4150002-001,2021,11,11/30/21 0:00,CRE,1118,BON-100,,26771805,6,56250,0,
7208,4150002-001,2021,11,11/30/21 0:00,CRE,1118,BON-100,,20940265,6,18000,0,
7209,4150002-001,2021,11,11/30/21 0:00,CRE,1125,MUT-100,,10154587,,39603,0,
7210,4150002-001,2021,11,11/30/21 0:00,CRE,1125,MUT-100,,12291050,,18407,0,
7211,4150002-001,2021,11,11/30/21 0:00,CRE,1125,MUT-100,,20940265,,4004,0,
7212,4150002-001,2021,11,11/30/21 0:00,CRE,1125,MUT-100,,25924461,,23229,0,
7213,4150002-001,2021,11,11/30/21 0:00,CRE,1125,MUT-100,,26771805,,9448,0,
7214,4150002-001,2021,11,11/30/21 0:00,CRE,1126,SEE-100,,10154587,,59035,0,
7215,4150002-001,2021,11,11/30/21 0:00,CRE,1126,SEE-100,,12291050,,27438,0,
7216,4150002-001,2021,11,11/30/21 0:00,CRE,1126,SEE-100,,20940265,,7460,0,
7217,4150002-001,2021,11,11/30/21 0:00,CRE,1126,SEE-100,,25924461,,34627,0,
7218,4150002-001,2021,11,11/30/21 0:00,CRE,1126,SEE-100,,26771805,,14083,0,
7219,4150002-001,2021,11,11/30/21 0:00,CRE,1127,SIS-100,,10154587,,45506,0,
7220,4150002-001,2021,11,11/30/21 0:00,CRE,1127,SIS-100,,12291050,,21150,0,
7221,4150002-001,2021,11,11/30/21 0:00,CRE,1127,SIS-100,,20940265,,4600,0,
7222,4150002-001,2021,11,11/30/21 0:00,CRE,1127,SIS-100,,25924461,,26691,0,
7223,4150002-001,2021,11,11/30/21 0:00,CRE,1127,SIS-100,,26771805,,10856,0,
7224,4150002-001,2021,12,12/31/21 0:00,CRE,1205,SBA-100,,20940265,1,337000,0,
7225,4150002-001,2021,12,12/31/21 0:00,CRE,1205,SBA-100,,10154587,1,2326408,0,
7226,4150002-001,2021,12,12/31/21 0:00,CRE,1205,SBA-100,,12291050,1,881204,0,
7227,4150002-001,2021,12,12/31/21 0:00,CRE,1205,SBA-100,,26771805,1,363958,0,
7228,4150002-001,2021,12,12/31/21 0:00,CRE,1205,COL-100,,26771805,2,25200,0,
7229,4150002-001,2021,12,12/31/21 0:00,CRE,1205,COL-100,,12291050,2,25200,0,
7230,4150002-001,2021,12,12/31/21 0:00,CRE,1205,COL-100,,10154587,2,25200,0,
7231,4150002-001,2021,12,12/31/21 0:00,CRE,1205,COL-100,,20940265,2,25200,0,
7232,4150002-001,2021,12,12/31/21 0:00,CRE,1205,GRA-100,,20940265,3,108466,0,
7233,4150002-001,2021,12,12/31/21 0:00,CRE,1205,GRA-100,,10154587,3,133396,0,
7234,4150002-001,2021,12,12/31/21 0:00,CRE,1205,GRA-100,,12291050,3,133396,0,
7235,4150002-001,2021,12,12/31/21 0:00,CRE,1205,GRA-100,,26771805,3,117362,0,
7236,4150002-001,2021,12,12/31/21 0:00,CRE,1205,MOV-100,,12291050,4,25200,0,
7237,4150002-001,2021,12,12/31/21 0:00,CRE,1205,MOV-100,,26771805,4,25200,0,
7238,4150002-001,2021,12,12/31/21 0:00,CRE,1205,MOV-100,,10154587,4,25200,0,
7239,4150002-001,2021,12,12/31/21 0:00,CRE,1205,MOV-100,,20940265,4,25200,0,
7240,4150002-001,2021,12,12/31/21 0:00,CRE,1205,BRP-100,,20940265,5,24865,0,
7241,4150002-001,2021,12,12/31/21 0:00,CRE,1205,BRP-100,,26771805,5,49238,0,
7242,4150002-001,2021,12,12/31/21 0:00,CRE,1205,BRP-100,,12291050,5,128665,0,
7243,4150002-001,2021,12,12/31/21 0:00,CRE,1205,BON-100,,26771805,6,56250,0,
7244,4150002-001,2021,12,12/31/21 0:00,CRE,1205,BON-100,,20940265,6,72000,0,
7245,4150002-001,2021,12,12/31/21 0:00,CRE,1208,MUT-100,,10154587,,39603,0,
7246,4150002-001,2021,12,12/31/21 0:00,CRE,1208,MUT-100,,12291050,,18407,0,
7247,4150002-001,2021,12,12/31/21 0:00,CRE,1208,MUT-100,,20940265,,8732,0,
7248,4150002-001,2021,12,12/31/21 0:00,CRE,1208,MUT-100,,26771805,,9448,0,
7249,4150002-001,2021,12,12/31/21 0:00,CRE,1209,SEE-100,,10154587,,59035,0,
7250,4150002-001,2021,12,12/31/21 0:00,CRE,1209,SEE-100,,12291050,,27438,0,
7251,4150002-001,2021,12,12/31/21 0:00,CRE,1209,SEE-100,,20940265,,16270,0,
7252,4150002-001,2021,12,12/31/21 0:00,CRE,1209,SEE-100,,26771805,,14083,0,
7253,4150002-001,2021,12,12/31/21 0:00,CRE,1210,SIS-100,,10154587,,45506,0,
7254,4150002-001,2021,12,12/31/21 0:00,CRE,1210,SIS-100,,12291050,,21150,0,
7255,4150002-001,2021,12,12/31/21 0:00,CRE,1210,SIS-100,,20940265,,10033,0,
7256,4150002-001,2021,12,12/31/21 0:00,CRE,1210,SIS-100,,26771805,,10856,0,
7257,4201003-000,2021,1,1/31/21 0:00,CRE,1195,COM-100,,18800250,5,77398,0,
7258,4201003-000,2021,1,1/31/21 0:00,CRE,1195,COM-100,,9832286,5,198266,0,
7259,4201003-000,2021,1,1/31/21 0:00,CRE,1195,COM-100,,16411600,5,347458,0,
7260,4201003-000,2021,1,1/31/21 0:00,CRE,1195,COM-100,,13056802,6,384128,0,
7261,4201003-000,2021,1,1/31/21 0:00,CRE,1195,Sem-100,,9832286,6,47584,0,
7262,4201003-000,2021,1,1/31/21 0:00,CRE,1195,Sem-100,,18800250,6,18576,0,
7263,4201003-000,2021,1,1/31/21 0:00,CRE,1195,COM-100,,13056802,7,1292607,0,
7264,4201003-000,2021,2,2/28/21 0:00,CRE,1156,COM-100,,16411600,5,346936,0,
7265,4201003-000,2021,2,2/28/21 0:00,CRE,1156,COM-100,,18800250,5,1089322,0,
7266,4201003-000,2021,2,2/28/21 0:00,CRE,1156,COM-100,,9832286,5,528128,0,
7267,4201003-000,2021,2,2/28/21 0:00,CRE,1156,Sem-100,,9832286,6,88021,0,
7268,4201003-000,2021,2,2/28/21 0:00,CRE,1156,Sem-100,,18800250,6,181554,0,
7269,4201003-000,2021,2,2/28/21 0:00,CRE,1156,COM-100,,13056802,6,1920801,0,
7270,4201003-000,2021,3,3/31/21 0:00,CRE,1279,COM-100,,16411600,5,278168,0,
7271,4201003-000,2021,3,3/31/21 0:00,CRE,1279,COM-100,,18800250,5,879839,0,
7272,4201003-000,2021,3,3/31/21 0:00,CRE,1279,COM-100,,9832286,5,516454,0,
7273,4201003-000,2021,3,3/31/21 0:00,CRE,1279,COM-100,,13056802,6,882810,0,
7274,4201003-000,2021,3,3/31/21 0:00,CRE,1279,Sem-100,,9832286,6,76512,0,
7275,4201003-000,2021,3,3/31/21 0:00,CRE,1279,Sem-100,,18800250,6,130347,0,
7276,4201003-000,2021,4,4/30/21 0:00,CRE,1090,com-100,,9832286,5,547876,0,
7277,4201003-000,2021,4,4/30/21 0:00,CRE,1090,com-100,,18800250,5,475738,0,
7278,4201003-000,2021,4,4/30/21 0:00,CRE,1090,com-100,,16411600,5,308730,0,
7279,4201003-000,2021,4,4/30/21 0:00,CRE,1090,Sem-100,,18800250,6,95148,0,
7280,4201003-000,2021,4,4/30/21 0:00,CRE,1090,com-100,,13056802,6,1696590,0,
7281,4201003-000,2021,4,4/30/21 0:00,CRE,1090,Sem-100,,9832286,6,109575,0,
7282,4201003-000,2021,5,5/31/21 0:00,CRE,971,COM-100,,9832286,5,169712,0,
7283,4201003-000,2021,5,5/31/21 0:00,CRE,971,COM-100,,18800250,5,1071479,0,
7284,4201003-000,2021,5,5/31/21 0:00,CRE,971,COM-100,,16411600,5,466930,0,
7285,4201003-000,2021,5,5/31/21 0:00,CRE,971,Sem-100,,18800250,6,257155,0,
7286,4201003-000,2021,5,5/31/21 0:00,CRE,971,Sem-100,,9832286,6,40731,0,
7287,4201003-000,2021,5,5/31/21 0:00,CRE,971,com-100,,13056802,7,872180,0,
7288,4201003-000,2021,6,6/29/21 0:00,CRE,763,COM-100,,9832286,5,296507,0,
7289,4201003-000,2021,6,6/29/21 0:00,CRE,763,COM-100,,18800250,5,709774,0,
7290,4201003-000,2021,6,6/29/21 0:00,CRE,763,COM-100,,16411600,5,625985,0,
7291,4201003-000,2021,6,6/29/21 0:00,CRE,763,COM-100,,13056802,6,646192,0,
7292,4201003-000,2021,6,6/29/21 0:00,CRE,763,Sem-100,,18800250,6,177444,0,
7293,4201003-000,2021,6,6/29/21 0:00,CRE,763,Sem-100,,9832286,6,74127,0,
7294,4201003-000,2021,7,7/31/21 0:00,CRE,965,AIT-100,,14428523,5,15000,0,
7295,4201003-000,2021,7,7/31/21 0:00,CRE,965,DSB-100,,16411600,6,5250,0,
7296,4201003-000,2021,7,7/31/21 0:00,CRE,965,COM-100,,18800250,6,433784,0,
7297,4201003-000,2021,7,7/31/21 0:00,CRE,965,DGI-100,,18800250,7,5250,0,
7298,4201003-000,2021,7,7/31/21 0:00,CRE,965,DGI-100,,16411600,7,8312,0,
7299,4201003-000,2021,7,7/31/21 0:00,CRE,965,DGI-100,,13056802,7,5250,0,
7300,4201003-000,2021,7,7/31/21 0:00,CRE,965,DSB-100,,13056802,8,21000,0,
7301,4201003-000,2021,7,7/31/21 0:00,CRE,965,COM-100,,16411600,8,8862,0,
7302,4201003-000,2021,7,7/31/21 0:00,CRE,965,DSB-100,,18800250,8,21000,0,
7303,4201003-000,2021,7,7/31/21 0:00,CRE,965,Sem-100,,18800250,9,88468,0,
7304,4201003-000,2021,7,7/31/21 0:00,CRE,965,COM-100,,13056802,10,499688,0,
7305,4201003-000,2021,8,8/31/21 0:00,CRE,727,AIT-100,,14428523,5,15000,0,
7306,4201003-000,2021,8,8/31/21 0:00,CRE,727,com-100,,18800250,6,392670,0,
7307,4201003-000,2021,8,8/31/21 0:00,CRE,727,BON-100,,16411600,6,1000000,0,
7308,4201003-000,2021,8,8/31/21 0:00,CRE,727,COM-100,,16411600,7,175230,0,
7309,4201003-000,2021,8,8/31/21 0:00,CRE,727,Sem-100,,18800250,7,75513,0,
7310,4201003-000,2021,8,8/31/21 0:00,CRE,727,com-100,,13056802,8,714737,0,
7311,4201003-000,2021,9,9/30/21 0:00,CRE,919,COM-100,,18800250,5,95245,0,
7312,4201003-000,2021,9,9/30/21 0:00,CRE,919,AIT-100,,14428523,5,14000,0,
7313,4201003-000,2021,9,9/30/21 0:00,CRE,919,COM-100,,16411600,5,1000000,0,
7314,4201003-000,2021,9,9/30/21 0:00,CRE,919,COM-100,,16411600,6,1098286,0,
7315,4201003-000,2021,9,9/30/21 0:00,CRE,919,Sem-100,,18800250,6,23811,0,
7316,4201003-000,2021,9,9/30/21 0:00,CRE,919,COM-100,,13056802,7,200717,0,
7317,4201003-000,2021,10,10/31/21 0:00,CRE,1187,COM-100,,18800250,5,320652,0,
7318,4201003-000,2021,10,10/31/21 0:00,CRE,1187,COM-100,,16411600,5,1000000,0,
7319,4201003-000,2021,10,10/31/21 0:00,CRE,1187,COM-100,,16411600,6,59506,0,
7320,4201003-000,2021,10,10/31/21 0:00,CRE,1187,Sem-100,,18800250,6,76956,0,
7321,4201003-000,2021,10,10/31/21 0:00,CRE,1187,COM-100,,13056802,7,868293,0,
7322,4201003-000,2021,11,11/30/21 0:00,CRE,1118,COM-100,,18800250,5,129473,0,
7323,4201003-000,2021,11,11/30/21 0:00,CRE,1118,COM-100,,16411600,5,436325,0,
7324,4201003-000,2021,11,11/30/21 0:00,CRE,1118,COM-100,,16411600,6,1000000,0,
7325,4201003-000,2021,11,11/30/21 0:00,CRE,1118,COM-100,,13056802,6,198600,0,
7326,4201003-000,2021,11,11/30/21 0:00,CRE,1118,Sem-100,,18800250,6,19919,0,
7327,4201003-000,2021,12,12/31/21 0:00,CRE,1205,COM-100,,18800250,5,42080,0,
7328,4201003-000,2021,12,12/31/21 0:00,CRE,1205,COM-100,,16411600,5,1000000,0,
7329,4201003-000,2021,12,12/31/21 0:00,CRE,1205,Sem-100,,18800250,6,10099,0,
7330,4201003-000,2021,12,12/31/21 0:00,CRE,1205,COM-100,,13056802,7,307451,0,
7331,4201003-000,2021,12,12/31/21 0:00,CRE,1205,COM-100,,16411600,7,293086,0,
7332,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1611,,,"267447,6",,
7333,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1615,,,"1491546,2",,
7334,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1636,,,"1680738,4",,
7335,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1637,,,"584105,5",,
7336,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1638,,,1110880,,
7337,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1639,,,1536471,,
7338,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1644,,,"717963,2",,
7339,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1649,,,"5483652,371",,
7340,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1652,,,"721949,9995",,
7341,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1653,,,"469741,6",,
7342,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1654,,,"1227356,95",,
7343,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1656,,,"907677,6632",,
7344,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1658,,,319859,,
7345,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1663,,,"250825,2",,
7346,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1664,,,"7711730,805",,
7347,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1665,,,329352,,
7348,4150002-000,2021,1,1/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1666,,,"2172853,2",,
7349,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1611,,,"30725,8",,
7350,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1615,,,"2642033,783",,
7351,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1636,,,"662424,1974",,
7352,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1638,,,"491457,9542",,
7353,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1639,,,"1376963,85",,
7354,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1642,,,"777260,0455",,
7355,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1644,,,"202868,1176",,
7356,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1649,,,"2612415,168",,
7357,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1652,,,"517516,3637",,
7358,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1653,,,"851363,8791",,
7359,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1654,,,"630479,5",,
7360,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1656,,,"147494,3",,
7361,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1658,,,"515844,5905",,
7362,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1660,,,"1011852,022",,
7363,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1661,,,"942243,8526",,
7364,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1664,,,"6027960,56",,
7365,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1665,,,"3985663,99",,
7366,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1666,,,"404371,8",,
7367,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1670,,,"699954,0476",,
7368,4150002-000,2021,2,2/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,S-1601,,,"2220081,4",,
7369,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1615,,,"4121114,424",,
7370,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1636,,,410529,,
7371,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1639,,,"1200107,193",,
7372,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1642,,,"1393764,087",,
7373,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1644,,,"288260,2174",,
7374,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1649,,,"3561542,391",,
7375,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1652,,,"694028,7807",,
7376,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1653,,,"378709,0909",,
7377,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1654,,,"55988,17391",,
7378,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1656,,,"939128,8765",,
7379,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1658,,,"1983145,629",,
7380,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1660,,,"1518013,609",,
7381,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1661,,,"555594,4783",,
7382,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1663,,,"63352,91304",,
7383,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1664,,,"3169820,156",,
7384,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1665,,,"5368298,019",,
7385,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1666,,,"2678059,589",,
7386,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1669,,,"246993,4174",,
7387,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1670,,,"4674098,551",,
7388,4150002-000,2021,3,3/1/21 0:00,AJC,,REMUNERACIONES DIRECTAS PROYECTO,P-1671,,,"783834,4348",,
